id,label,hemisphere,structure,x,y,z
25,superiorfrontal_6_rh,R,cortex,7.595492565055764,2.50952602230484,60.05994423791822
26,superiorfrontal_7_rh,R,cortex,18.41707317073171,-4.254065040650403,69.47723577235772
27,superiorfrontal_8_rh,R,cortex,21.460291734197725,11.054565099945961,57.80443003781738
28,caudalmiddlefrontal_1_rh,R,cortex,34.77587681779298,-0.05132591958940225,47.76518391787853
29,caudalmiddlefrontal_2_rh,R,cortex,39.04761904761904,11.787545787545781,36.548927263212974
30,caudalmiddlefrontal_3_rh,R,cortex,35.95023278214802,14.731738641836557,51.23535077861615
31,precentral_1_rh,R,cortex,52.50089190153406,2.850160542276143,8.298965394220474
32,precentral_2_rh,R,cortex,53.547495682210695,4.839032815198607,24.445941278065632
33,precentral_3_rh,R,cortex,53.33066666666667,-1.9423333333333233,36.33233333333334
34,precentral_4_rh,R,cortex,43.06559725007162,-7.89544543110857,49.54425665998281
35,precentral_5_rh,R,cortex,30.534469200524256,-21.54547837483618,62.25923984272609
36,precentral_6_rh,R,cortex,19.039091693015237,-17.860017246335147,67.82839896521989
37,paracentral_1_rh,R,cortex,5.409513395297978,-35.651722252597054,66.1071623838163
38,paracentral_2_rh,R,cortex,5.956521739130437,-16.021070234113708,58.301672240802674
39,paracentral_3_rh,R,cortex,9.36863136863137,-33.349150849150845,50.89360639360639
40,rostralanteriorcingulate_1_rh,R,cortex,4.612788632326826,36.741740674955594,3.8593250444049687
41,caudalanteriorcingulate_1_rh,R,cortex,4.4377601210745325,20.676882330684833,26.008702232311762
42,posteriorcingulate_1_rh,R,cortex,4.790522586359614,-7.192205491585469,38.18201948627103
43,posteriorcingulate_2_rh,R,cortex,5.071757482732153,-26.76592478894858,36.76707597851113
44,isthmuscingulate_1_rh,R,cortex,6.756986301369864,-45.1345205479452,18.97369863013698
45,postcentral_1_rh,R,cortex,51.228008088978754,-8.46359959555106,13.050050556117284
46,postcentral_2_rh,R,cortex,62.161388782907295,-10.903090423502476,24.21976344906524
47,postcentral_3_rh,R,cortex,51.04055587067498,-18.62336925694838,46.95207033465684
48,postcentral_4_rh,R,cortex,37.784757981462405,-32.96138002059732,53.301750772399586
49,postcentral_5_rh,R,cortex,28.624097723486955,-33.26679622431982,68.03109383675735
50,supramarginal_1_rh,R,cortex,45.359375,-36.625,44.501838235294116
51,supramarginal_2_rh,R,cortex,55.42256795422031,-48.97925608011445,35.1849070100143
52,supramarginal_3_rh,R,cortex,60.87744798041615,-31.497399020807833,34.204253365973074
53,supramarginal_4_rh,R,cortex,47.66069027341999,-27.046167637830564,19.920663379650378
54,superiorparietal_1_rh,R,cortex,33.17344089357741,-44.86565311821285,53.48309028855104
55,superiorparietal_2_rh,R,cortex,18.56019122120817,-50.96349413298566,68.45458496305955
56,superiorparietal_3_rh,R,cortex,23.252556818181816,-61.559943181818184,63.13494318181819
57,superiorparietal_4_rh,R,cortex,25.398920215956807,-65.23785242951409,52.596280743851224
58,superiorparietal_5_rh,R,cortex,17.04978902953586,-74.38481012658228,45.35063291139241
59,superiorparietal_6_rh,R,cortex,25.937786843447228,-79.14992350841408,26.3814380418154
60,superiorparietal_7_rh,R,cortex,15.49459783913565,-88.04321728691477,35.9047619047619
61,inferiorparietal_1_rh,R,cortex,41.03183411214954,-60.28825934579439,46.07973130841121
62,inferiorparietal_2_rh,R,cortex,48.271746459878614,-59.11485727129693,31.657001573387276
63,inferiorparietal_3_rh,R,cortex,35.71744471744472,-74.90131040131041,40.884930384930385
64,inferiorparietal_4_rh,R,cortex,43.45579429376542,-76.8989080662205,29.2388164846777
65,inferiorparietal_5_rh,R,cortex,48.668257756563236,-65.38504375497216,16.31463802704853
66,inferiorparietal_6_rh,R,cortex,37.90396737115313,-82.16425658138672,18.059325176121618
67,precuneus_1_rh,R,cortex,19.239892183288404,-65.32614555256065,19.214285714285708
68,precuneus_2_rh,R,cortex,7.756783919597993,-55.72763819095478,21.494472361809045
69,precuneus_3_rh,R,cortex,8.762975778546718,-63.228027681660905,28.223875432525958
70,precuneus_4_rh,R,cortex,5.816666666666663,-64.74791666666667,46.5203125
71,precuneus_5_rh,R,cortex,7.441810855653003,-47.826499170419524,53.356482578810144
72,cuneus_1_rh,R,cortex,9.90938166311301,-70.54317697228146,18.523987206823023
73,cuneus_2_rh,R,cortex,4.073961113229132,-86.95425085779641,20.241326725123898
74,pericalcarine_1_rh,R,cortex,11.403466826060964,-75.65690376569037,9.325762104004781
75,pericalcarine_2_rh,R,cortex,9.536241610738259,-89.72885906040268,1.569798657718124
76,lateraloccipital_1_rh,R,cortex,14.255513307984785,-100.23992395437261,10.36577946768061
77,lateraloccipital_2_rh,R,cortex,27.31427378964942,-93.02462437395658,13.764190317195329
78,lateraloccipital_3_rh,R,cortex,24.2530329289428,-96.62088388214904,-7.22876949740035
79,lateraloccipital_4_rh,R,cortex,34.65506772536199,-86.51517982251283,-9.003035964502565
80,lateraloccipital_5_rh,R,cortex,47.15851692638367,-74.71440085975283,0.6848468565287504
81,lingual_1_rh,R,cortex,11.41880341880342,-83.7357264957265,-10.04239316239316
82,lingual_2_rh,R,cortex,8.783063427800272,-70.34210526315789,-2.5583670715249696
83,lingual_3_rh,R,cortex,18.605145413870247,-54.96085011185683,-3.327460850111862
84,fusiform_1_rh,R,cortex,31.072499128616244,-70.07598466364587,-13.14464970372952
85,fusiform_2_rh,R,cortex,39.111017661900746,-57.75553686571348,-16.494813568825343
86,fusiform_3_rh,R,cortex,35.78334461746783,-40.796208530805686,-20.799255247122545
87,fusiform_4_rh,R,cortex,33.04535803898861,-12.85138004246285,-36.653348774367885
88,parahippocampal_1_rh,R,cortex,23.393430099312454,-30.845301757066466,-18.570664629488157
89,entorhinal_1_rh,R,cortex,23.394582392776528,-5.069525959367951,-33.24153498871332
90,temporalpole_1_rh,R,cortex,29.22754098360656,13.875081967213106,-36.6927868852459
91,inferiortemporal_1_rh,R,cortex,43.374693695700614,-5.172198707952759,-41.86077077300067
92,inferiortemporal_2_rh,R,cortex,53.637593449626195,-22.79316482734069,-28.75115699537202
93,inferiortemporal_3_rh,R,cortex,57.052199413489745,-41.24428152492669,-21.630791788856307
94,inferiortemporal_4_rh,R,cortex,54.00907029478458,-58.240362811791385,-11.4450628736343
95,middletemporal_1_rh,R,cortex,57.6867143209268,-57.01971900419029,3.072713827951688
96,middletemporal_2_rh,R,cortex,61.65557083906464,-35.73947730398899,-5.744704264099042
97,middletemporal_3_rh,R,cortex,62.28722036513241,-21.633324762149655,-15.160452558498328
98,middletemporal_4_rh,R,cortex,52.936245908638114,0.8251031734737353,-30.88117261989469
99,bankssts_1_rh,R,cortex,52.95502810743287,-43.51124297314179,7.8182386008744515
100,superiortemporal_1_rh,R,cortex,58.7931251970987,-34.21570482497634,11.80952380952381
101,superiortemporal_2_rh,R,cortex,60.38436796397556,-23.492119652621426,1.99453200385976
102,superiortemporal_3_rh,R,cortex,58.0047155909225,-9.609195402298852,-1.8812260536398497
103,superiortemporal_4_rh,R,cortex,43.20661157024793,-3.647210743801651,-13.546487603305785
104,superiortemporal_5_rh,R,cortex,48.75758969641214,10.521159153633846,-19.773229070837168
105,transversetemporal_1_rh,R,cortex,45.31232254400908,-19.980124929017606,7.314026121521863
106,insula_1_rh,R,cortex,36.04328018223234,-17.887243735763093,10.171412300683372
107,insula_2_rh,R,cortex,37.82588169952791,-3.3060261038600345,-2.262982504859764
108,insula_3_rh,R,cortex,35.45331724969844,12.992762364294322,-5.640530759951744
109,thalamusproper_rh,R,subcortex,11.3301592797784,-18.54657202216066,6.135301246537395
110,caudate_rh,R,subcortex,13.015600070909414,8.54493884063109,9.1893281333097
111,putamen_rh,R,subcortex,24.722905027932967,1.2556176288019856,-1.6754810676598453
112,pallidum_rh,R,subcortex,19.24887800897592,-4.606283149734793,-1.7152182782537722
113,accumbensarea_rh,R,subcortex,7.679586563307495,10.81589147286823,-9.75516795865633
114,hippocampus_rh,R,subcortex,26.100381970970204,-22.92528647822766,-14.538579067990831
115,amygdala_rh,R,subcortex,22.946213292117463,-3.443894899536332,-20.691808346213293
116,lateralorbitofrontal_1_lh,L,cortex,-22.718114304165326,18.42266709719084,-22.400710364869227
117,lateralorbitofrontal_2_lh,L,cortex,-34.85292142377435,26.313969106783077,-13.646406984553394
118,lateralorbitofrontal_3_lh,L,cortex,-23.563035495716036,37.90850673194615,-18.163402692778455
119,lateralorbitofrontal_4_lh,L,cortex,-15.42718998862344,50.8731513083049,-21.931171786120593
120,parsorbitalis_1_lh,L,cortex,-43.78419540229885,40.77787356321838,-14.33505747126437
121,frontalpole_1_lh,L,cortex,-7.573858549686662,66.47358997314234,-11.615040286481644
122,medialorbitofrontal_1_lh,L,cortex,-7.089108910891085,53.0628712871287,-13.640099009900993
123,medialorbitofrontal_2_lh,L,cortex,-5.263739376770545,30.832577903682733,-22.18980169971671
124,parstriangularis_1_lh,L,cortex,-48.26118768078952,32.78713629402756,-0.19499744767738036
125,parsopercularis_1_lh,L,cortex,-47.56613396803808,22.99795987759265,13.694661679700786
126,parsopercularis_2_lh,L,cortex,-50.31011470281543,13.439416058394158,12.664859228362872
127,rostralmiddlefrontal_1_lh,L,cortex,-46.5470618824753,27.75117004680186,28.239469578783158
128,rostralmiddlefrontal_2_lh,L,cortex,-30.320745810715124,39.36558886004249,34.02501770120368
129,rostralmiddlefrontal_3_lh,L,cortex,-41.28254164096237,42.2026526835287,18.300740283775454
130,rostralmiddlefrontal_4_lh,L,cortex,-29.301671872129347,53.73341907036561,19.584971523057135
131,rostralmiddlefrontal_5_lh,L,cortex,-34.48530012249898,57.02878726010616,0.48387096774193594
132,rostralmiddlefrontal_6_lh,L,cortex,-22.77819293478261,61.91338315217391,-11.542798913043477
133,superiorfrontal_1_lh,L,cortex,-11.511304347826083,64.84637681159421,6.4472463768115915
134,superiorfrontal_2_lh,L,cortex,-8.72634848912736,47.66054786783394,15.484891273651513
135,superiorfrontal_3_lh,L,cortex,-10.039726986349322,53.47899894994751,33.91074553727687
136,superiorfrontal_4_lh,L,cortex,-7.31751412429378,31.1713747645951,35.14124293785311
137,superiorfrontal_5_lh,L,cortex,-10.998864281658143,34.06757524134014,48.088018171493474
138,superiorfrontal_6_lh,L,cortex,-21.937978252114377,21.777084172372128,52.95167136528393
139,superiorfrontal_7_lh,L,cortex,-8.605289672544075,14.747858942065477,52.583375314861456
140,superiorfrontal_8_lh,L,cortex,-7.776933061375857,-2.1344335249397375,61.250880771370305
141,superiorfrontal_9_lh,L,cortex,-20.591500664010624,-0.3394422310757079,66.55989375830012
142,caudalmiddlefrontal_1_lh,L,cortex,-38.78568793803025,19.67447436370344,46.09535226853559
143,caudalmiddlefrontal_2_lh,L,cortex,-37.9390243902439,9.200406504065029,36.73211382113821
144,caudalmiddlefrontal_3_lh,L,cortex,-33.55966587112172,4.008054892601422,55.5381861575179
145,precentral_1_lh,L,cortex,-13.201886792452825,-28.106918238993714,69.6553459119497
146,precentral_2_lh,L,cortex,-20.992014742014746,-16.713759213759218,65.07493857493859
147,precentral_3_lh,L,cortex,-32.78763222131815,-19.054515866558177,66.65500406834826
148,precentral_4_lh,L,cortex,-39.280242700037924,-14.59158134243458,55.03185437997725
149,precentral_5_lh,L,cortex,-47.97631267272009,-1.9265692854322936,47.778128701144894
150,precentral_6_lh,L,cortex,-48.95785440613027,-8.748768472906406,34.85276409414341
151,precentral_7_lh,L,cortex,-54.68046401265489,4.5829158977063,29.068547324017928
152,precentral_8_lh,L,cortex,-53.11919504643963,1.7461300309597618,9.048916408668731
153,paracentral_1_lh,L,cortex,-5.766818181818181,-30.084999999999994,68.51954545454547
154,paracentral_2_lh,L,cortex,-9.146740809391417,-29.729379054680265,52.682421995675014
155,rostralanteriorcingulate_1_lh,L,cortex,-6.537070063694273,37.38955414012739,1.21961783439491
156,caudalanteriorcingulate_1_lh,L,cortex,-5.705683101242002,19.316146029356418,27.419269853217912
157,posteriorcingulate_1_lh,L,cortex,-4.774715660542427,-10.97725284339458,34.52799650043744
158,posteriorcingulate_2_lh,L,cortex,-7.578881987577645,-26.35693581780538,40.61656314699793
159,isthmuscingulate_1_lh,L,cortex,-8.080808080808083,-45.167508417508415,18.76234567901234
160,postcentral_1_lh,L,cortex,-16.17058011049724,-37.370165745856355,74.64364640883977
161,postcentral_2_lh,L,cortex,-28.471104608632047,-32.416239941477684,64.71616678858814
162,postcentral_3_lh,L,cortex,-43.10148698884758,-31.662825278810402,56.644981412639396
163,postcentral_4_lh,L,cortex,-46.254137746930056,-20.396689802455953,51.994660971703155
164,postcentral_5_lh,L,cortex,-57.816491897044806,-16.63346043851287,41.612964728312676
165,postcentral_6_lh,L,cortex,-61.63286454478164,-7.816432272390827,25.512953367875653
166,postcentral_7_lh,L,cortex,-55.73748344370861,-13.256158940397356,15.753112582781455
167,supramarginal_1_lh,L,cortex,-47.37847965738758,-28.75802997858672,20.760171306209855
168,supramarginal_2_lh,L,cortex,-60.330782029950086,-24.72878535773711,29.115806988352745
169,supramarginal_3_lh,L,cortex,-58.87463662790697,-33.79069767441861,34.75726744186046
170,supramarginal_4_lh,L,cortex,-58.62068965517241,-48.676212741087085,33.2104032729398
171,supramarginal_5_lh,L,cortex,-50.13241106719368,-38.42123094297007,47.40005646527386
172,superiorparietal_1_lh,L,cortex,-20.877042801556414,-49.59922178988327,66.50038910505836
173,superiorparietal_2_lh,L,cortex,-36.877278645833336,-45.18717447916667,55.21516927083333
174,superiorparietal_3_lh,L,cortex,-29.61362799263351,-60.62836095764273,46.532228360957646
175,superiorparietal_4_lh,L,cortex,-22.335072326298317,-62.76405027270572,61.555371116907764
176,superiorparietal_5_lh,L,cortex,-18.11135531135531,-77.75750915750916,47.88644688644689
177,superiorparietal_6_lh,L,cortex,-24.58392675483215,-78.03001017293998,28.23753814852492
178,superiorparietal_7_lh,L,cortex,-14.388346000723857,-89.09880564603691,32.12052117263843
179,inferiorparietal_1_lh,L,cortex,-38.4787166454892,-83.59116899618806,21.071156289707744
180,inferiorparietal_2_lh,L,cortex,-48.48842533706436,-69.74942762655813,20.45357415415924
181,inferiorparietal_3_lh,L,cortex,-45.35642081617372,-61.223886184949464,27.946836390864846
182,inferiorparietal_4_lh,L,cortex,-38.34806034482759,-73.19288793103448,41.14735991379311
183,inferiorparietal_5_lh,L,cortex,-47.81673848945339,-58.5867543660694,42.81265593105013
184,precuneus_1_lh,L,cortex,-7.847907451514118,-55.12657366451174,59.833616876488605
185,precuneus_2_lh,L,cortex,-9.13190661478599,-45.17626459143969,45.148249027237355
186,precuneus_3_lh,L,cortex,-6.889508928571431,-62.89322916666667,41.94791666666667
187,precuneus_4_lh,L,cortex,-8.86920103092784,-67.11887886597938,31.429445876288653
188,precuneus_5_lh,L,cortex,-15.649336582724075,-60.3839696723531,17.12753858651503
189,cuneus_1_lh,L,cortex,-8.057560137457045,-80.13788659793815,18.200171821305844
190,pericalcarine_1_lh,L,cortex,-13.559080608611197,-80.68047911945614,5.8374878601489115
191,lateraloccipital_1_lh,L,cortex,-21.23373632700057,-96.67069660333908,14.904145077720202
192,lateraloccipital_2_lh,L,cortex,-20.23966535433071,-98.73031496062993,-8.789862204724407
193,lateraloccipital_3_lh,L,cortex,-32.256816182937555,-92.92612137203166,2.1090589270008735
194,lateraloccipital_4_lh,L,cortex,-46.38471814052899,-75.19529788939354,4.400748063051026
195,lateraloccipital_5_lh,L,cortex,-38.197714589423335,-84.49933563646027,-12.660377358490564
196,lingual_1_lh,L,cortex,-11.641287992777606,-83.73126692747518,-9.378874510984048
197,lingual_2_lh,L,cortex,-12.227355401964346,-69.39578028373954,-3.5307384503455808
198,lingual_3_lh,L,cortex,-14.759202453987726,-58.84918200408998,0.7152351738241265
199,lingual_4_lh,L,cortex,-22.545667447306798,-50.1135831381733,-7.415690866510545
200,fusiform_1_lh,L,cortex,-32.922551252847384,-70.99772209567197,-13.51155222909209
201,fusiform_2_lh,L,cortex,-42.975,-55.22,-18.403437500000003
202,fusiform_3_lh,L,cortex,-33.151854443666906,-43.28026592022394,-18.37963610916725
203,fusiform_4_lh,L,cortex,-34.78252975590075,-14.61508977203954,-35.865241073229775
204,parahippocampal_1_lh,L,cortex,-24.60510380622837,-29.26124567474048,-20.108131487889274
205,entorhinal_1_lh,L,cortex,-24.805977710233023,-5.017223910840926,-33.712765957446805
206,temporalpole_1_lh,L,cortex,-28.719263642340565,12.529914529914521,-38.35239973701512
207,inferiortemporal_1_lh,L,cortex,-44.869643779039755,-4.859576664945791,-42.589829633453796
208,inferiortemporal_2_lh,L,cortex,-54.44828732956435,-21.076488194213496,-29.547389424675757
209,inferiortemporal_3_lh,L,cortex,-56.72152794152323,-39.99787785899552,-21.10351332232964
210,inferiortemporal_4_lh,L,cortex,-54.821120689655174,-58.65883620689655,-11.380172413793105
211,middletemporal_1_lh,L,cortex,-58.477152899824254,-58.7352079671939,5.658758055067366
212,middletemporal_2_lh,L,cortex,-63.185953334904546,-38.7629036059392,-6.583549375441905
213,middletemporal_3_lh,L,cortex,-62.03741436852275,-16.771825048304933,-17.503425259090108
214,middletemporal_4_lh,L,cortex,-51.35964912280702,5.020258980785286,-34.20217209690894
215,bankssts_1_lh,L,cortex,-54.689465408805034,-42.230345911949684,10.048349056603769
216,bankssts_2_lh,L,cortex,-53.98795180722892,-43.64564138908575,3.126151665485466
217,superiortemporal_1_lh,L,cortex,-60.287366167023556,-39.22826552462527,16.22055674518201
218,superiortemporal_2_lh,L,cortex,-59.80778210116731,-27.26770428015564,8.61984435797666
219,superiortemporal_3_lh,L,cortex,-60.39761178861789,-16.193597560975604,-1.2294207317073216
220,superiortemporal_4_lh,L,cortex,-52.76636305867401,-1.2397797076890527,-9.316034738402884
221,superiortemporal_5_lh,L,cortex,-45.099756690997566,13.379936365337812,-25.301890323788136
222,transversetemporal_1_lh,L,cortex,-46.657534246575345,-19.490106544901067,6.898528665651952
223,insula_1_lh,L,cortex,-37.431087289433385,-16.82580398162328,8.96860643185299
224,insula_2_lh,L,cortex,-39.70117266477962,-3.019409623938543,-2.575010109179132
225,insula_3_lh,L,cortex,-37.28136645962733,11.089751552795036,-8.96366459627329
226,insula_4_lh,L,cortex,-33.46758508914101,16.31604538087521,4.415721231766611
227,thalamusproper_lh,L,subcortex,-12.362767204834498,-19.00063137007305,6.161360151528811
228,caudate_lh,L,subcortex,-14.340139526969537,8.086608814020764,9.375021269355116
229,putamen_lh,L,subcortex,-26.16570397111913,0.7700361010830363,-1.5954271961492168
230,pallidum_lh,L,subcortex,-20.13486842105263,-4.32236842105263,-2.2368421052631646
231,accumbensarea_lh,L,subcortex,-7.584263392857139,9.71484375,-10.627232142857146
232,hippocampus_lh,L,subcortex,-26.748341505624452,-22.881309489472173,-14.448802999711567
233,amygdala_lh,L,subcortex,-24.1659347553325,-2.9689460476787985,-20.962986198243414
234,brainstem_lh,L,subcortex,-0.3651075078172852,-31.78675735791883,-34.61555075593952
