id,label,hemisphere,structure,x,y,z
37,superiorfrontal_1_rh,R,cortex,8.655446977922551,64.1393412956931,5.586681143684402
38,superiorfrontal_2_rh,R,cortex,9.673127753303959,47.386784140969155,7.773568281938324
39,superiorfrontal_3_rh,R,cortex,6.397902869757175,57.17935982339955,17.161699779249446
40,superiorfrontal_4_rh,R,cortex,8.21516114389469,57.87153881071268,26.86246028143441
41,superiorfrontal_5_rh,R,cortex,7.379259259259257,41.249629629629624,25.041481481481483
42,superiorfrontal_6_rh,R,cortex,10.125233644859819,50.5163551401869,38.29439252336448
43,superiorfrontal_7_rh,R,cortex,18.518388791593694,40.45125510799767,41.49562171628722
44,superiorfrontal_8_rh,R,cortex,5.365079365079367,34.10572027553161,39.37346510931417
45,superiorfrontal_9_rh,R,cortex,14.611989459815547,33.051712779973656,51.193346508563906
46,superiorfrontal_10_rh,R,cortex,13.213707165109028,25.89719626168224,56.251090342679134
47,superiorfrontal_11_rh,R,cortex,6.744985673352431,15.625596943648532,43.580706781279844
48,superiorfrontal_12_rh,R,cortex,6.6670918367346985,13.978316326530603,59.164540816326536
49,superiorfrontal_13_rh,R,cortex,21.224937862468934,16.29080364540181,57.22286661143332
50,superiorfrontal_14_rh,R,cortex,21.757198443579767,0.4544747081712046,58.67003891050584
51,superiorfrontal_15_rh,R,cortex,9.715601023017896,6.99693094629157,67.2936061381074
52,superiorfrontal_16_rh,R,cortex,6.077735530207008,-1.649345162653134,53.797634136037175
53,superiorfrontal_17_rh,R,cortex,18.140462889066242,-4.464086193136467,69.64046288906624
54,caudalmiddlefrontal_1_rh,R,cortex,32.34166666666667,-2.0803030303030425,53.387121212121215
55,caudalmiddlefrontal_2_rh,R,cortex,31.341394825646802,7.541057367829012,57.424071991001114
56,caudalmiddlefrontal_3_rh,R,cortex,42.473186119873816,8.341144659756651,47.61964849031095
57,caudalmiddlefrontal_4_rh,R,cortex,38.51584889274858,10.529309596178905,35.7733391228832
58,caudalmiddlefrontal_5_rh,R,cortex,34.45323741007195,21.153819801301808,48.64302843439535
59,precentral_1_rh,R,cortex,43.48225469728601,1.6722338204592972,9.03862212943632
60,precentral_2_rh,R,cortex,57.648484848484856,4.9265151515151615,7.301515151515147
61,precentral_3_rh,R,cortex,56.26422764227641,-1.461382113821145,10.52235772357723
62,precentral_4_rh,R,cortex,54.48592964824121,6.979899497487423,23.475879396984922
63,precentral_5_rh,R,cortex,46.153508771929836,1.7028508771929864,33.950657894736835
64,precentral_6_rh,R,cortex,56.4396907216495,-0.2721649484536215,29.80670103092784
65,precentral_7_rh,R,cortex,38.455368693402335,-15.3143596377749,41.479948253557566
66,precentral_8_rh,R,cortex,52.23015165031222,-6.26404995539697,40.92506690454951
67,precentral_9_rh,R,cortex,49.105061349693244,-1.5736196319018347,49.799846625766875
68,precentral_10_rh,R,cortex,40.027698863636374,-9.502840909090907,53.76278409090909
69,precentral_11_rh,R,cortex,31.498154981549817,-24.159901599015996,52.9409594095941
70,precentral_12_rh,R,cortex,35.0451436388509,-18.357957136342904,65.11445508435932
71,precentral_13_rh,R,cortex,27.370109546165878,-12.47652582159624,59.36697965571204
72,precentral_14_rh,R,cortex,18.438181818181818,-18.25636363636363,70.48545454545456
73,precentral_15_rh,R,cortex,17.434416365824305,-27.593261131167267,63.770156438026476
74,precentral_16_rh,R,cortex,9.518155053974482,-24.84789008832189,75.54367026496564
75,paracentral_1_rh,R,cortex,7.525114155251146,-42.73287671232876,66.34703196347033
76,paracentral_2_rh,R,cortex,3.940059940059939,-29.859140859140865,65.66933066933066
77,paracentral_3_rh,R,cortex,4.752710027100278,-16.44376693766938,66.89363143631437
78,paracentral_4_rh,R,cortex,7.375170532060025,-16.163028649386078,49.68212824010914
79,paracentral_5_rh,R,cortex,5.727863525588958,-31.990251827782288,53.08773354995938
80,paracentral_6_rh,R,cortex,15.277401894451955,-35.560216508795676,47.20162381596752
81,rostralanteriorcingulate_1_rh,R,cortex,4.1819935691318335,35.72733118971061,-2.9022508038585215
82,rostralanteriorcingulate_2_rh,R,cortex,5.074638844301759,37.97913322632425,12.288924558587482
83,caudalanteriorcingulate_1_rh,R,cortex,4.23973509933775,29.925827814569544,18.912582781456948
84,caudalanteriorcingulate_2_rh,R,cortex,4.585786802030455,22.232487309644682,26.595939086294422
85,caudalanteriorcingulate_3_rh,R,cortex,4.191733639494828,10.911595866819738,31.414466130884037
86,posteriorcingulate_1_rh,R,cortex,3.741516966067863,-0.06686626746505908,35.47005988023952
87,posteriorcingulate_2_rh,R,cortex,5.404145077720202,-13.743893412287193,40.41450777202073
88,posteriorcingulate_3_rh,R,cortex,3.443622920517555,-21.842883548983366,31.014787430683924
89,posteriorcingulate_4_rh,R,cortex,6.281613123718387,-31.17361585782639,41.01845522898155
90,isthmuscingulate_1_rh,R,cortex,4.70186666666666,-42.35253333333333,29.268266666666662
91,isthmuscingulate_2_rh,R,cortex,8.81781376518218,-48.11972238288028,8.253903990746096
92,postcentral_1_rh,R,cortex,43.70820668693008,-9.683890577507597,15.36879432624113
93,postcentral_2_rh,R,cortex,58.70031880977683,-7.405951115834213,10.829968119022311
94,postcentral_3_rh,R,cortex,63.32306057385759,-10.167906482465469,17.24973432518597
95,postcentral_4_rh,R,cortex,61.59751773049646,-11.28605200945627,28.16252955082743
96,postcentral_5_rh,R,cortex,45.070208728652744,-17.265654648956357,41.06261859582543
97,postcentral_6_rh,R,cortex,55.382562277580064,-18.141162514827997,42.698695136417555
98,postcentral_7_rh,R,cortex,47.765306122448976,-19.948194662480375,55.212715855572995
99,postcentral_8_rh,R,cortex,43.733276157804454,-30.020583190394518,49.36706689536878
100,postcentral_9_rh,R,cortex,40.110258199581295,-30.968597348220513,61.90718771807397
101,postcentral_10_rh,R,cortex,29.538929440389296,-37.1338199513382,59.597323600973226
102,postcentral_11_rh,R,cortex,27.381239242685027,-32.66265060240964,69.55765920826161
103,postcentral_12_rh,R,cortex,12.366304347826087,-37.322826086956525,75.92391304347825
104,supramarginal_1_rh,R,cortex,39.83245382585753,-34.76121372031662,39.418205804749334
105,supramarginal_2_rh,R,cortex,48.628082191780834,-37.30342465753425,47.21369863013699
106,supramarginal_3_rh,R,cortex,52.722775932078264,-47.07124400147656,45.269841269841265
107,supramarginal_4_rh,R,cortex,57.73367003367002,-50.78013468013468,25.718855218855225
108,supramarginal_5_rh,R,cortex,61.76068773234201,-34.78694237918215,36.4900092936803
109,supramarginal_6_rh,R,cortex,59.35597189695551,-24.82903981264637,29.27166276346604
110,supramarginal_7_rh,R,cortex,52.45473041709053,-21.556968463886065,18.543743641912513
111,supramarginal_8_rh,R,cortex,48.08029689608637,-35.2557354925776,22.43049932523617
112,supramarginal_9_rh,R,cortex,38.372978116079935,-25.853472882968603,19.04281636536632
113,superiorparietal_1_rh,R,cortex,33.27539779681763,-45.26193390452876,45.97552019583843
114,superiorparietal_2_rh,R,cortex,33.00122549019608,-44.40134803921569,60.99080882352942
115,superiorparietal_3_rh,R,cortex,16.968646864686463,-49.70132013201321,72.98184818481849
116,superiorparietal_4_rh,R,cortex,19.96354166666667,-52.42881944444444,63.65885416666666
117,superiorparietal_5_rh,R,cortex,13.114412136536032,-67.84134007585335,62.76738305941845
118,superiorparietal_6_rh,R,cortex,31.72779821334734,-56.39569101418813,63.36468733578559
119,superiorparietal_7_rh,R,cortex,28.14882943143813,-63.621237458193974,51.30058528428094
120,superiorparietal_8_rh,R,cortex,18.3136645962733,-69.33022774327122,55.85610766045549
121,superiorparietal_9_rh,R,cortex,13.581967213114751,-78.12158469945355,47.681010928961754
122,superiorparietal_10_rh,R,cortex,22.290137614678898,-68.14220183486239,41.57339449541284
123,superiorparietal_11_rh,R,cortex,25.953999999999994,-79.07,26.531499999999994
124,superiorparietal_12_rh,R,cortex,22.094977168949768,-84.93059360730594,39.74063926940639
125,superiorparietal_13_rh,R,cortex,10.50932964754665,-90.25846579129234,32.933655839668276
126,inferiorparietal_1_rh,R,cortex,36.015472312703594,-55.179153094462535,40.88762214983713
127,inferiorparietal_2_rh,R,cortex,43.78033658104516,-63.30868024800709,48.90079716563331
128,inferiorparietal_3_rh,R,cortex,53.20036764705881,-58.998621323529406,37.498161764705884
129,inferiorparietal_4_rh,R,cortex,43.62890625,-58.947482638888886,25.6328125
130,inferiorparietal_5_rh,R,cortex,38.690936106983656,-77.42050520059436,40.83506686478455
131,inferiorparietal_6_rh,R,cortex,31.988837209302318,-71.95906976744186,40.400000000000006
132,inferiorparietal_7_rh,R,cortex,37.01482854494904,-82.65801668211307,31.25115848007414
133,inferiorparietal_8_rh,R,cortex,47.56886574074073,-73.31828703703704,27.928819444444443
134,inferiorparietal_9_rh,R,cortex,51.63212154096581,-64.87954422137818,17.24199674443841
135,inferiorparietal_10_rh,R,cortex,40.47999999999999,-66.70461538461538,13.621538461538464
136,inferiorparietal_11_rh,R,cortex,41.80000000000001,-79.09302325581396,15.522790697674424
137,inferiorparietal_12_rh,R,cortex,35.400491400491404,-84.11240786240786,19.751228501228496
138,precuneus_1_rh,R,cortex,18.426860564585112,-71.5431993156544,27.49957228400342
139,precuneus_2_rh,R,cortex,19.96724294813467,-58.72793448589627,10.548680618744314
140,precuneus_3_rh,R,cortex,6.008278145695371,-57.212748344370866,15.131622516556291
141,precuneus_4_rh,R,cortex,14.3071948261924,-62.99110751818917,27.183508488278093
142,precuneus_5_rh,R,cortex,5.641696113074204,-71.55406360424028,40.66925795053004
143,precuneus_6_rh,R,cortex,4.459964932787841,-63.024547048509646,28.98597311513734
144,precuneus_7_rh,R,cortex,10.934871099050198,-52.97557666214382,31.739484396200808
145,precuneus_8_rh,R,cortex,5.825537294563844,-60.53350189633376,50.16182048040456
146,precuneus_9_rh,R,cortex,6.60792761740629,-50.592847910383455,60.57690650581645
147,precuneus_10_rh,R,cortex,8.448295454545459,-44.450568181818184,43.806250000000006
148,cuneus_1_rh,R,cortex,12.119958634953463,-66.10548086866598,14.792140641158227
149,cuneus_2_rh,R,cortex,7.501204819277106,-75.42530120481928,22.949397590361443
150,cuneus_3_rh,R,cortex,4.488124488124484,-82.17854217854219,28.352170352170347
151,cuneus_4_rh,R,cortex,3.874436090225558,-90.97067669172932,14.042857142857144
152,pericalcarine_1_rh,R,cortex,16.61904761904762,-70.94642857142857,7.53422619047619
153,pericalcarine_2_rh,R,cortex,7.293246993524519,-79.16281221091582,10.245143385753934
154,pericalcarine_3_rh,R,cortex,8.830845771144283,-83.85323383084577,2.9203980099502473
155,pericalcarine_4_rh,R,cortex,10.551873198847261,-95.79394812680115,0.43227665706051255
156,lateraloccipital_1_rh,R,cortex,12.72702331961591,-97.75102880658437,18.44307270233196
157,lateraloccipital_2_rh,R,cortex,16.376221498371336,-103.29478827361564,-0.10912052117264182
158,lateraloccipital_3_rh,R,cortex,25.103174603174608,-94.01587301587301,17.641414141414145
159,lateraloccipital_4_rh,R,cortex,30.30327056491575,-91.51932606541129,8.623389494549059
160,lateraloccipital_5_rh,R,cortex,28.426639621365794,-97.44827586206897,-4.252873563218387
161,lateraloccipital_6_rh,R,cortex,16.78015075376885,-94.79773869346734,-12.559045226130657
162,lateraloccipital_7_rh,R,cortex,29.043666026871406,-87.10940499040308,-14.068138195777351
163,lateraloccipital_8_rh,R,cortex,39.79242700729927,-85.98266423357664,-4.2732664233576685
164,lateraloccipital_9_rh,R,cortex,48.67945945945945,-77.45675675675676,6.234054054054056
165,lateraloccipital_10_rh,R,cortex,45.6079365079365,-72.05449735449736,-4.952910052910056
166,lingual_1_rh,R,cortex,8.055589870290305,-89.56948733786288,-11.784434836318717
167,lingual_2_rh,R,cortex,15.309901738473172,-76.69690098261526,-7.6341647770219225
168,lingual_3_rh,R,cortex,3.5798733286417956,-73.28219563687544,1.7600281491907168
169,lingual_4_rh,R,cortex,13.678388746803066,-67.52749360613811,-6.57352941176471
170,lingual_5_rh,R,cortex,24.877330716388613,-53.07458292443572,-7.025515210991173
171,lingual_6_rh,R,cortex,13.659709044908283,-58.35230866540165,-1.3238456672991816
172,lingual_7_rh,R,cortex,20.369215291750507,-51.152917505030175,-2.7062374245472824
173,fusiform_1_rh,R,cortex,31.73452685421995,-74.32583120204603,-13.380051150895142
174,fusiform_2_rh,R,cortex,29.944680851063836,-60.74787234042553,-13.00851063829787
175,fusiform_3_rh,R,cortex,42.30250000000001,-62.5655,-15.534999999999997
176,fusiform_4_rh,R,cortex,34.98468137254903,-51.02022058823529,-17.933210784313722
177,fusiform_5_rh,R,cortex,29.52777777777777,-43.340811965811966,-16.184829059829063
178,fusiform_6_rh,R,cortex,38.925945378151255,-39.09033613445378,-23.30409663865546
179,fusiform_7_rh,R,cortex,37.72675879396985,-26.343592964824126,-26.287688442211056
180,fusiform_8_rh,R,cortex,30.929167866397933,-6.808522890872439,-41.35070544198099
181,parahippocampal_1_rh,R,cortex,18.146639511201627,-37.08961303462321,-12.483706720977594
182,parahippocampal_2_rh,R,cortex,30.403409090909093,-33.496212121212125,-15.109848484848484
183,parahippocampal_3_rh,R,cortex,24.682060390763766,-24.142095914742455,-25.47957371225577
184,entorhinal_1_rh,R,cortex,23.40462165835976,-5.011327594019036,-33.28137743543272
185,temporalpole_1_rh,R,cortex,29.115523465703973,13.805054151624546,-36.70955037742041
186,inferiortemporal_1_rh,R,cortex,37.64334705075447,-0.28669410150891395,-45.47782350251486
187,inferiortemporal_2_rh,R,cortex,48.509106310885215,-9.826344769165601,-38.43625582380347
188,inferiortemporal_3_rh,R,cortex,55.377371749824306,-18.39985945186227,-31.31974701335207
189,inferiortemporal_4_rh,R,cortex,51.92605633802816,-27.36760563380281,-26.001408450704226
190,inferiortemporal_5_rh,R,cortex,57.06351550960119,-41.31994091580502,-21.605022156573114
191,inferiortemporal_6_rh,R,cortex,51.61576113558493,-54.51248164464023,-16.226627508565834
192,inferiortemporal_7_rh,R,cortex,55.73674785100286,-60.98495702005731,-7.954154727793693
193,middletemporal_1_rh,R,cortex,54.692624828218044,-63.21117727897389,5.487402656894176
194,middletemporal_2_rh,R,cortex,61.13971742543171,-49.802197802197796,0.023547880690742318
195,middletemporal_3_rh,R,cortex,65.42060418280403,-37.54182804027886,-5.667312161115419
196,middletemporal_4_rh,R,cortex,52.08080808080808,-30.678787878787873,-6.077777777777783
197,middletemporal_5_rh,R,cortex,60.68113612004288,-15.951768488745984,-13.965702036441584
198,middletemporal_6_rh,R,cortex,63.84455445544555,-26.807425742574253,-16.261386138613858
199,middletemporal_7_rh,R,cortex,59.38986854761143,-5.950945815966662,-22.938121192689962
200,middletemporal_8_rh,R,cortex,52.508579599618685,3.747855100095336,-33.64585319351764
201,middletemporal_9_rh,R,cortex,41.974373259052925,9.49860724233983,-41.7949860724234
202,bankssts_1_rh,R,cortex,54.44784688995216,-45.262200956937804,4.156937799043064
203,bankssts_2_rh,R,cortex,47.183195592286495,-44.12947658402204,8.290633608815426
204,bankssts_3_rh,R,cortex,55.241379310344826,-41.395052473763116,9.791604197901052
205,superiortemporal_1_rh,R,cortex,47.16009852216749,-29.238916256157637,9.802955665024626
206,superiortemporal_2_rh,R,cortex,62.86375105130361,-36.01850294365012,12.373843566021861
207,superiortemporal_3_rh,R,cortex,50.742682926829275,-28.06219512195122,-0.1621951219512141
208,superiortemporal_4_rh,R,cortex,63.80666374397194,-21.880754055238924,2.78562034195528
209,superiortemporal_5_rh,R,cortex,58.30657439446367,-12.932179930795854,2.976470588235287
210,superiortemporal_6_rh,R,cortex,57.55816135084427,-7.049249530956843,-5.872420262664164
211,superiortemporal_7_rh,R,cortex,49.02903501280957,1.86848847139197,-21.508112724167376
212,superiortemporal_8_rh,R,cortex,52.666550522648095,8.559581881533092,-12.481533101045294
213,superiortemporal_9_rh,R,cortex,45.04071499503476,-11.213505461767625,-6.165839126117177
214,superiortemporal_10_rh,R,cortex,41.2517911975435,3.712384851586478,-20.7338792221085
215,superiortemporal_11_rh,R,cortex,43.292817679558,18.04462388440288,-28.495537611559712
216,transversetemporal_1_rh,R,cortex,45.27423033067274,-19.988027366020518,7.3380843785632806
217,insula_1_rh,R,cortex,33.08242950108459,-22.07809110629067,16.203904555314537
218,insula_2_rh,R,cortex,37.133281371784875,-16.293063133281365,7.947778643803588
219,insula_3_rh,R,cortex,34.561119293078065,0.42415316642120615,11.723122238586157
220,insula_4_rh,R,cortex,39.519456454601595,-6.6862260654725105,0.585546633724519
221,insula_5_rh,R,cortex,37.42949234488316,-0.7542304593070241,-13.585817888799355
222,insula_6_rh,R,cortex,36.248188405797094,12.000301932367137,-8.390700483091784
223,insula_7_rh,R,cortex,32.23937360178971,16.44630872483222,4.522371364653239
224,thalamusproper_rh,R,subcortex,11.3301592797784,-18.54657202216066,6.135301246537395
225,caudate_rh,R,subcortex,13.015600070909414,8.54493884063109,9.1893281333097
226,putamen_rh,R,subcortex,24.722905027932967,1.2556176288019856,-1.6754810676598453
227,pallidum_rh,R,subcortex,19.24887800897592,-4.606283149734793,-1.7152182782537722
228,accumbensarea_rh,R,subcortex,7.679586563307495,10.81589147286823,-9.75516795865633
229,hippocampus_rh,R,subcortex,26.084743179393385,-22.91860996799268,-14.552659655540317
230,amygdala_rh,R,subcortex,22.944993819530282,-3.4446847960444984,-20.693757725587147
231,lateralorbitofrontal_1_lh,L,cortex,-19.44576362655154,15.895304910955218,-22.918510523475447
232,lateralorbitofrontal_2_lh,L,cortex,-19.26211453744493,34.348017621145374,-21.68557268722467
233,lateralorbitofrontal_3_lh,L,cortex,-27.82597835137385,22.19233971690258,-21.65611990008326
234,lateralorbitofrontal_4_lh,L,cortex,-32.543319838056675,24.71417004048584,-8.268825910931177
235,lateralorbitofrontal_5_lh,L,cortex,-36.3253873659118,27.473182359952318,-17.833730631704412
236,lateralorbitofrontal_6_lh,L,cortex,-28.812071330589845,41.85185185185185,-13.890260631001375
237,lateralorbitofrontal_7_lh,L,cortex,-15.499716392512767,50.7424844015882,-21.877481565513328
238,parsorbitalis_1_lh,L,cortex,-41.7865889212828,37.06530612244899,-14.013994169096208
239,parsorbitalis_2_lh,L,cortex,-45.75620767494357,43.833521444695265,-14.67889390519187
240,frontalpole_1_lh,L,cortex,-7.534391534391531,66.32186948853615,-11.817460317460316
241,medialorbitofrontal_1_lh,L,cortex,-5.581001472754053,56.24521354933725,-14.799705449189986
242,medialorbitofrontal_2_lh,L,cortex,-10.157575757575756,45.592424242424244,-11.254545454545458
243,medialorbitofrontal_3_lh,L,cortex,-4.548923679060664,46.28864970645793,-24.986301369863014
244,medialorbitofrontal_4_lh,L,cortex,-5.240932642487053,29.654576856649385,-20.35319516407599
245,medialorbitofrontal_5_lh,L,cortex,-5.807083647324788,19.905048982667665,-21.746797287113793
246,parstriangularis_1_lh,L,cortex,-49.25119047619047,36.94107142857143,-6.7398809523809575
247,parstriangularis_2_lh,L,cortex,-50.397893504973666,31.712112346401398,2.1775892334698597
248,parstriangularis_3_lh,L,cortex,-36.59487179487179,28.15384615384616,3.396153846153851
249,parsopercularis_1_lh,L,cortex,-41.72452504317789,18.798791018998287,9.212435233160619
250,parsopercularis_2_lh,L,cortex,-51.494285714285716,25.70742857142858,16.722857142857137
251,parsopercularis_3_lh,L,cortex,-47.20916030534351,11.360305343511442,19.97557251908397
252,parsopercularis_4_lh,L,cortex,-52.441428571428574,15.023214285714289,7.706785714285715
253,rostralmiddlefrontal_1_lh,L,cortex,-39.83045977011494,30.449233716475106,17.485632183908052
254,rostralmiddlefrontal_2_lh,L,cortex,-48.2326878897276,27.522809320643262,30.584509353462423
255,rostralmiddlefrontal_3_lh,L,cortex,-32.08221797323135,35.68642447418739,38.863288718929255
256,rostralmiddlefrontal_4_lh,L,cortex,-28.58361445783133,43.05783132530121,29.183614457831325
257,rostralmiddlefrontal_5_lh,L,cortex,-42.053685556028974,41.89390711546656,22.169152109075412
258,rostralmiddlefrontal_6_lh,L,cortex,-40.246025738077215,46.383043149129435,2.5457986373959187
259,rostralmiddlefrontal_7_lh,L,cortex,-36.26177105831533,51.309719222462206,17.815550755939526
260,rostralmiddlefrontal_8_lh,L,cortex,-23.18650019508388,56.53687085446742,23.81232930159969
261,rostralmiddlefrontal_9_lh,L,cortex,-26.948268303375713,57.419114423498456,5.630863656291098
262,rostralmiddlefrontal_10_lh,L,cortex,-38.28308400460299,57.222094361334854,-1.3452243958573007
263,rostralmiddlefrontal_11_lh,L,cortex,-24.018983807928535,61.04410943606925,-14.77219430485762
264,rostralmiddlefrontal_12_lh,L,cortex,-21.005818786367414,63.17290108063176,-6.561097256857849
265,superiorfrontal_1_lh,L,cortex,-10.595099183197206,64.7117852975496,1.1032672112018673
266,superiorfrontal_2_lh,L,cortex,-12.375287356321834,64.92298850574713,11.72471264367816
267,superiorfrontal_3_lh,L,cortex,-8.687304565353344,52.054409005628514,8.29831144465291
268,superiorfrontal_4_lh,L,cortex,-8.844570252187339,43.81420483787957,21.231085949562527
269,superiorfrontal_5_lh,L,cortex,-8.792615384615388,58.230461538461526,27.566153846153853
270,superiorfrontal_6_lh,L,cortex,-11.593710157246065,47.431364215894604,42.158096047598804
271,superiorfrontal_7_lh,L,cortex,-6.118044721788877,35.02288091523661,35.918356734269366
272,superiorfrontal_8_lh,L,cortex,-10.641200545702588,23.390177353342438,32.679399727148706
273,superiorfrontal_9_lh,L,cortex,-7.23213580734307,31.21950256612712,50.67311488353731
274,superiorfrontal_10_lh,L,cortex,-19.5546875,40.154513888888886,41.26649305555556
275,superiorfrontal_11_lh,L,cortex,-22.03801945181256,30.801503094606545,49.21883289124668
276,superiorfrontal_12_lh,L,cortex,-21.91691842900302,13.963746223564954,56.04078549848941
277,superiorfrontal_13_lh,L,cortex,-9.820453224869269,21.543288785589766,60.62056943637421
278,superiorfrontal_14_lh,L,cortex,-7.968817669987004,9.968817669987004,46.712862711130356
279,superiorfrontal_15_lh,L,cortex,-6.996340825927859,-1.1082070047046386,52.89127025614218
280,superiorfrontal_16_lh,L,cortex,-8.269307495012825,-2.611000284981486,65.77286976346537
281,superiorfrontal_17_lh,L,cortex,-22.9390919158361,3.252491694352159,63.13455149501661
282,superiorfrontal_18_lh,L,cortex,-18.45735217163788,-3.7676609105180603,69.8880167451596
283,caudalmiddlefrontal_1_lh,L,cortex,-31.405263157894737,21.77990430622009,48.959808612440185
284,caudalmiddlefrontal_2_lh,L,cortex,-43.42318140658014,18.36975550860248,44.19227286447328
285,caudalmiddlefrontal_3_lh,L,cortex,-36.94907033144705,13.679062247372684,32.940177849636214
286,caudalmiddlefrontal_4_lh,L,cortex,-38.943811074918564,4.593648208469062,40.81026058631922
287,caudalmiddlefrontal_5_lh,L,cortex,-34.67730355005983,6.729557239728763,57.10251296370163
288,caudalmiddlefrontal_6_lh,L,cortex,-30.485448195576254,-3.4610011641443634,50.91734575087311
289,precentral_1_lh,L,cortex,-8.984063745019924,-27.573705179282868,75.54714475431607
290,precentral_2_lh,L,cortex,-17.465295629820048,-28.529562982005146,63.813624678663246
291,precentral_3_lh,L,cortex,-16.368421052631575,-20.457772337821297,72.22031823745411
292,precentral_4_lh,L,cortex,-25.739234449760772,-13.344497607655498,57.90071770334927
293,precentral_5_lh,L,cortex,-30.360737065910698,-16.75832742735649,69.22111977321049
294,precentral_6_lh,L,cortex,-36.057354301572616,-21.85568917668826,63.13320999074929
295,precentral_7_lh,L,cortex,-34.18413021363174,-22.242115971515773,52.44048830111902
296,precentral_8_lh,L,cortex,-42.51278928136419,-9.92813641900122,56.5
297,precentral_9_lh,L,cortex,-40.07256894049347,-5.146589259796798,49.793904208998555
298,precentral_10_lh,L,cortex,-51.0189204229271,-0.5742904841402208,47.01279910962715
299,precentral_11_lh,L,cortex,-46.72490706319702,-10.811895910780663,38.12936802973978
300,precentral_12_lh,L,cortex,-58.997950819672134,2.9788251366120164,24.81762295081967
301,precentral_13_lh,L,cortex,-55.04798127559977,3.4060854300760752,34.63136337039204
302,precentral_14_lh,L,cortex,-48.512129380053906,4.849955076370179,24.949685534591197
303,precentral_15_lh,L,cortex,-60.605238540692234,4.5631431244153475,12.385406922357348
304,precentral_16_lh,L,cortex,-49.571170356981476,0.663804789877986,7.231812019882511
305,paracentral_1_lh,L,cortex,-4.638108293351607,-22.566826593557238,67.87799862919809
306,paracentral_2_lh,L,cortex,-7.719298245614041,-42.30760233918129,69.44327485380117
